Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
03/07/2022,Zelle payment from APRIL HERNAND EZ BACo3sneqi7z,Zelle payment from APRIL HERNAND,180,credit,Transfer,TOTAL CHECKING,,
03/07/2022,EXXONMOBIL 97611313,EXXONMOBIL    97611313,99.04,debit,Gas & Fuel,Visa Business Card,,
03/06/2022,PayPal Here Amanda Barriatua,PayPal Here Amanda Barriatua,15,credit,Income,PayPal Account,,
03/06/2022,PayPal Here Amanda Barriatua- Fee Amount,PayPal Here Amanda Barriatua- Fee Amount,0.41,debit,Fees & Charges,PayPal Account,,
03/06/2022,Bowl,Bowl,15,credit,Income,Venmo,,
03/05/2022,Ext Credit Card Debit LINODECOM,Ext Credit Card Debit LINODECOM,10.4,debit,Business Services,Mastercard Secure,,
03/04/2022,CRAIGSLIST.ORG,CRAIGSLIST.ORG,5,debit,Advertising,Visa Business Card,,
03/04/2022,CHEVRON 0090485,CHEVRON 0090485,30,debit,Gas & Fuel,Visa Business Card,,
03/04/2022,Truebill         Premium    ST-S,Truebill         Premium    ST-S,3,debit,Clothing,TOTAL CHECKING,,
03/03/2022,SUPERIOR GROCERS #1 LOS ANGELES CA; ,SUPERIOR GROCERS #1 LOS ANGELES CA; ,72,debit,Groceries,OpenSky Secured Card ending in 4855,,
03/03/2022,ATM Fee,NON-CHASE ATM WITHDRAW,3.5,debit,ATM Fee,TOTAL CHECKING,,
03/03/2022,NON-CHASE ATM WITHDRAW,NON-CHASE ATM WITHDRAW,200,debit,Cash & ATM,TOTAL CHECKING,,
03/03/2022,NON-CHASE ATM FEE-WITH,NON-CHASE ATM FEE-WITH,2.5,debit,ATM Fee,TOTAL CHECKING,,
03/03/2022,ATM WITHDRAWAL 006643 03/033738 CREN,ATM WITHDRAWAL,100,debit,Cash & ATM,TOTAL CHECKING,,
03/03/2022,REMOTE ONLINE DEPOSIT #,REMOTE ONLINE DEPOSIT #,762.5,credit,Transfer,TOTAL CHECKING,,
03/03/2022,CASH APP*CUTTHECHEC 8774174551 C,CASH APP*CUTTHECHEC 8774174551 C,228,debit,Transfer,TOTAL CHECKING,,
03/03/2022,Ext Credit Card Debit CASH ADVAN,Ext Credit Card Debit CASH ADVAN,1500,debit,Credit Card Payment,Mastercard Secure,,
03/03/2022,ACH Deposit Roadie Payout   Road,ACH Deposit Roadie Payout   Road,8,credit,Transfer,Dividend Rewards Checking,,
03/03/2022,INTEREST CHARGE:PURCHASES,INTEREST CHARGE:PURCHASES,2.6,debit,Finance Charge,CREDITCARD Account,,
03/03/2022,PUBLIC STORAGE 22002,PUBLIC STORAGE 22002,184,debit,Home,CREDITCARD Account,,
03/03/2022,Returned ACH Card Payment,Returned ACH Card Payment,14.22,debit,Credit Card Payment,CREDITCARD Account,,
03/02/2022,Transfer To JPMORGAN CHASE,Transfer To JPMORGAN CHASE,142.45,debit,Transfer,Venmo,,
03/02/2022,PYL*Malin Asset Managemen,PYL*Malin Asset Managemen,1688.56,debit,Mortgage & Rent,Visa Business Card,,
03/02/2022,Online Transfer from MMA ...4104,Online Transfer from MMA ...4104,12.5,credit,Transfer,TOTAL CHECKING,,
03/02/2022,Zelle payment from AARON L JOHNS,Zelle payment from AARON L JOHNS,75,credit,Transfer,TOTAL CHECKING,,
03/02/2022,Online Transfer from CHK ...0923,Online Transfer from CHK ...0923,186.99,credit,Transfer,TOTAL CHECKING,,
03/02/2022,Online Payment 13568138222 To op,Online Payment 13568138222 To op,25,debit,Utilities,TOTAL CHECKING,,
03/02/2022,Cash App*Cash Out VISA DIRECT CA,Cash App*Cash Out VISA DIRECT CA,65.68,credit,Income,TOTAL CHECKING,,
03/02/2022,Online Transfer to CHK ...8590 t,Online Transfer to CHK ...8590 t,186.99,debit,Transfer,BUS COMPLETE CHK,,
03/02/2022,Online Transfer to CHK ...8590 t,Online Transfer to CHK ...8590 t,12.5,debit,Transfer,CHASE BUS TOTAL SAV,,
03/02/2022,Ext Credit Card Credit PAYMENT,Ext Credit Card Credit PAYMENT,65.2,credit,Credit Card Payment,Mastercard Secure,,
03/01/2022,ATM CASH DEPOSIT 03/01 3738 CREN,ATM CASH DEPOSIT 03/01 3738 CREN,340,credit,Transfer,TOTAL CHECKING,,
03/01/2022,REAL TIME TRANSFER RECD FROM ABA,REAL TIME TRANSFER RECD FROM ABA,142.45,credit,Transfer,TOTAL CHECKING,,
03/01/2022,Deposit Thorne Credit to 9334319176 CK,Deposit Thorne Credit to 9334319,1500,credit,Income,Dividend Rewards Checking,,
2/28/2022,CAPITAL ONE AUTOPAY PYMT AuthDate 28-Feb,CAPITAL ONE AUTOPAY PYMT AuthDate 28-F eb,14.22,credit,Credit Card Payment,CREDITCARD Account,,
2/28/2022,MONTHLY SERVICE FEE,MONTHLY SERVICE FEE,15,debit,Bank Fee,BUS COMPLETE CHK,,
2/28/2022,CHEVRON 0091400 LOS ANGELES CA,CHEVRON 0091400 LOS ANGELES CA,38.15,debit,Gas & Fuel,BUS COMPLETE CHK,,
2/28/2022,Withdrawal Thorne payment from 9334319176 CK,Withdrawal Thorne Pmt from 93343,65.2,debit,Credit Card Payment,Dividend Rewards Checking,,
2/27/2022,Food,Food,22,credit,Income,Venmo,,
2/27/2022,Perla Figuereo Paid Small Moves Only,Perla Figuereo Paid Small Moves Only,10,credit,Income,Venmo,,
2/27/2022,For brian,For brian,25,credit,Income,Venmo,,
2/27/2022,Quesadilla,Quesadilla,10,credit,Income,Venmo,,
2/27/2022,Dog,Dog,6,credit,Income,Venmo,,
2/27/2022,Interest Charge on Cash Advances,Interest Charge on Cash Advances,0,credit,Finance Charge,First Premier Bankcard,,
2/27/2022,MONTHLY FEE,MONTHLY FEE,10.4,debit,Bank Fee,First Premier Bankcard,,
2/27/2022,ANNUAL FEE 03/22 THROUGH 02/23,ANNUAL FEE 03/22 THROUGH 02/23,49,debit,Fees & Charges,First Premier Bankcard,,
2/27/2022,Interest Charge on Purchases,Interest Charge on Purchases,0,credit,Finance Charge,First Premier Bankcard,,
2/26/2022,Craigslist.org,CRAIGSLIST.ORG,5,debit,Advertising,Visa Business Card,,
2/25/2022,76 - UNITED OIL 8,76 - UNITED OIL 8,30.02,debit,Gas & Fuel,Visa Business Card,,
2/25/2022,Zelle payment from AMANUEL YONAS,Zelle payment from AMANUEL YONAS,110,credit,Transfer,TOTAL CHECKING,,
2/25/2022,Ext Credit Card Debit GOOGLEDOMA,Ext Credit Card Debit GOOGLEDOMA,6,debit,Internet,Mastercard Secure,,
2/24/2022,Saasaan Nabavi Paid Small Moves Only,Saasaan Nabavi Paid Small Moves Only,75,credit,Income,Venmo,,
2/24/2022,Ad Hoc Labs,GOOGLE *Ad Hoc Labs,14.99,debit,Restaurants,Visa Business Card,,
2/24/2022,CHEVRON 0091400 LOS ANGELES CA,CHEVRON 0091400 LOS ANGELES CA,39.98,debit,Gas & Fuel,BUS COMPLETE CHK,,
2/23/2022,PRIMERICA LIFE   INS. PREM,PRIMERICA LIFE   INS. PREM,97.63,debit,Life Insurance,TOTAL CHECKING,,
2/23/2022,INSUFFICIENT FUNDS FEE FOR A $97,INSUFFICIENT FUNDS FEE FOR A $97,34,debit,Bank Fee,TOTAL CHECKING,,
2/22/2022,Google Storage,GOOGLE *Google Storage,1.99,debit,Electronics & Software,Visa Business Card,,
2/22/2022,REAL TIME TRANSFER RECD FROM ABA /021000021 FROM: VENMO REF: 22022107224403857 INFO: IID: 2022022102,REAL TIME TRANSFER RECD FROM ABA,681.28,credit,Transfer,TOTAL CHECKING,,
2/22/2022,SYNCHRONY MC PAYMENT 5243 63120850619 WEB ID: 9130142001,SYNCHRONY MC     PAYMENT    5243,56,debit,Credit Card Payment,TOTAL CHECKING,,
2/22/2022,INSUFFICIENT FUNDS FEE FOR A $56 .00 ITEM - DETAILS: SYNCHRONY MC PAYMENT 524363120850619 WEB ID: 91,INSUFFICIENT FUNDS FEE FOR A $56,34,debit,Bank Fee,TOTAL CHECKING,,
2/22/2022,Shell,SHELL SERVICE STATIO NEWPORT BEA,85,debit,Gas & Fuel,BUS COMPLETE CHK,,
2/21/2022,DEBIT CARD ONLINE PAYMENT SOUTH JORDAN UT,DEBIT CARD ONLINE PAYMENT SOUTH JORDAN UT,115,credit,Credit Card Payment,Merrick Bank Credit Card,,
2/21/2022,TMOBILE POSTPAID WEB      800-937-8997 WA USA,TMOBILE POSTPAID WEB      800-937-8997 WA USA,295.4,debit,Mobile Phone,Venmo,,
2/21/2022,Transfer To JPMORGAN CHASE,Transfer To JPMORGAN CHASE,681.28,debit,Transfer,Venmo,,
2/21/2022,Merrick Bank/800-204-5    800-2045936 UT USA,Merrick Bank/800-204-5    800-2045936 UT USA,115,debit,Credit Card Payment,Venmo,,
2/21/2022,BillingTree/844-234-40    844-2344033 AZ USA,BillingTree/844-234-40    844-2344033 AZ USA,3.95,debit,Parking,Venmo,,
2/21/2022,Ext Credit Card Debit SPOTIFY US,Ext Credit Card Debit SPOTIFY US,9.99,debit,Music,Mastercard Secure,,
2/20/2022,Rice,Rice,20,credit,Income,Venmo,,
2/20/2022,K,K,5,credit,Income,Venmo,,
2/19/2022,Google,Google Intuit Inc,14.99,debit,Advertising,Visa Business Card,,
2/18/2022,Moving,Moving,176,credit,Income,Venmo,,
2/18/2022,Twilio,Twilio XXXXXXXXXX19,20,debit,Business Services,Visa Business Card,,
2/16/2022,Shirt,Shirt,5,credit,Income,Venmo,,
2/16/2022,Shirt,Shirt,10,credit,Income,Venmo,,
2/16/2022,Ext Credit Card Debit Interest Charge on Purcha,Ext Credit Card Debit Interest C,63.71,debit,Finance Charge,Mastercard Secure,,
2/16/2022,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR,Ext Credit Card Credit PAYMENT,1716.43,credit,Credit Card Payment,Mastercard Secure,,
2/15/2022,INTEREST CHARGE ON PURCHASES,INTEREST CHARGE ON PURCHASES,33.04,debit,Finance Charge,Merrick Bank Credit Card,,
2/15/2022,LATE FEE,LATE FEE,29,debit,Late Fee,Merrick Bank Credit Card,,
2/15/2022,PAYMENT - THANK YOU; ,PAYMENT - THANK YOU; ,25,credit,Credit Card Payment,OpenSky Secured Card ending in 4855,,
2/15/2022,Etsy.com,Etsy.com - Multiple Shops,15.75,debit,Shopping,Visa Business Card,,
2/15/2022,Curri Direct Ca,Curri Inc. VISA DIRECT CA,130,credit,Income,BUS COMPLETE CHK,,
2/15/2022,Jasper JSPayment 1500 927 WEB ID: 1475203075,Jasper           JSPayment  1500,963.6,debit,Mortgage & Rent,TOTAL CHECKING,,
2/15/2022,INSUFFICIENT FUNDS FEE FOR A $96 3.60 ITEM - DETAILS: Jasper JSPayment 1500927 WEB ID: 1475203075,INSUFFICIENT FUNDS FEE FOR A $96,34,debit,Bank Fee,TOTAL CHECKING,,
2/15/2022,Avant,Avant LLC 800-71 avant.com,368.95,debit,Business Services,TOTAL CHECKING,,
2/15/2022,INSUFFICIENT FUNDS FEE FOR A $36 8.95 ITEM - DETAILS: Avant LLC 800-71 avant.com PPD ID: 4522190781,INSUFFICIENT FUNDS FEE FOR A $36,34,debit,Bank Fee,TOTAL CHECKING,,
2/14/2022,Amazon,Amazon Prime*CL5KZ1303,14.22,debit,Shopping,CREDITCARD Account,,
2/14/2022,Google Domains,Ext Credit Card Debit GOOGLEDOMA,12,debit,Internet,Mastercard Secure,,
2/14/2022,El Pollo Loco,5415 EL POLLO LOCO LOS ANGELES C,9.52,debit,Fast Food,TOTAL CHECKING,,
2/14/2022,CASH APP*CUTTHECHEC 8774174551 C A 02/12,CASH APP*CUTTHECHEC 8774174551 C,20,debit,Misc Expenses,TOTAL CHECKING,,
2/14/2022,Capital,CAPITAL ONE      MOBILE PMT 3L81,745.1,debit,Credit Card Payment,TOTAL CHECKING,,
2/14/2022,CASH APP*MIA BROWN 8774174551 CA 02/12,CASH APP*MIA BROWN 8774174551 CA,100,debit,Misc Expenses,TOTAL CHECKING,,
2/14/2022,APPLECARD GSBANK PAYMENT 5519 3030 WEB ID: 9999999999,APPLECARD GSBANK PAYMENT    5519,198.45,debit,Credit Card Payment,TOTAL CHECKING,,
2/14/2022,Credit Union,Online Payment 13668550959 To Fi,1716.43,debit,Auto Payment,TOTAL CHECKING,,
2/14/2022,Jasper JSPayment 1500 927 WEB ID: 1475203075,Jasper           JSPayment  1500,41,debit,Charity,TOTAL CHECKING,,
2/14/2022,Capital,CAPITAL ONE      MOBILE PMT 3L81,204.68,debit,Credit Card Payment,TOTAL CHECKING,,
2/14/2022,Chevron,CHEVRON 0091400 LOS ANGELES CA,100.53,debit,Gas & Fuel,BUS COMPLETE CHK,,
2/12/2022,CAPITAL ONE MOBILE payment AuthDate 12-Feb,CAPITAL ONE MOBILE PYMT AuthDate 12-F eb,204.68,credit,Credit Card Payment,Visa Business Card,,
2/12/2022,CAPITAL ONE MOBILE payment AuthDate 12-Feb,CAPITAL ONE MOBILE PYMT AuthDate 12-F eb,745.1,credit,Credit Card Payment,CREDITCARD Account,,
2/11/2022,Transfer To JPMORGAN CHASE,Transfer To JPMORGAN CHASE,615.63,debit,Transfer,Venmo,,
2/11/2022,Moving,Moving,90,credit,Income,Venmo,,
2/11/2022,Z Gallerie table & 4 chairs,Z Gallerie table & 4 chairs,800,credit,Income,Venmo,,
2/11/2022,CF United LLC,76 - CF UNITED LLC 265 LONG BEAC,31.16,debit,Gas & Fuel,TOTAL CHECKING,,
2/11/2022,Smart & Final,SMART AND FINAL LOS ANGELES CA,84.01,debit,Groceries,TOTAL CHECKING,,
2/11/2022,Curri Direct Ca,Curri Inc. VISA DIRECT CA,248.63,credit,Income,BUS COMPLETE CHK,,
2/11/2022,Chevron,CHEVRON 0093691 LOS ANGELES CA,58.36,debit,Gas & Fuel,BUS COMPLETE CHK,,
2/10/2022,REAL TIME TRANSFER RECD FROM ABA /021000021 FROM: VENMO REF: 22021103057092243 INFO: IID: 2022021002,REAL TIME TRANSFER RECD FROM ABA,615.63,credit,Transfer,TOTAL CHECKING,,
2/10/2022,Online Transfer to CHK ...0923 t ransaction#: 13642706897 02/10,Online Transfer to CHK ...0923 t,400,debit,Transfer,TOTAL CHECKING,,
2/10/2022,ATM WITHDRAWAL 007920 02/1015100 VEN,ATM WITHDRAWAL,800,debit,Cash & ATM,TOTAL CHECKING,,
2/10/2022,Online Transfer from CHK ...8590 transaction#: 13642706897,Online Transfer from CHK ...8590,400,credit,Transfer,BUS COMPLETE CHK,,
2/10/2022,Chevron,CHEVRON 0091400 LOS ANGELES CA,29.9,debit,Gas & Fuel,BUS COMPLETE CHK,,
2/10/2022,Chevron,CHEVRON 0090477 LOS ANGELES CA,20.16,debit,Gas & Fuel,BUS COMPLETE CHK,,
2/10/2022,Infinity Insurance,ORIG CO NAME:Infinity Insuran,197.94,debit,Financial,BUS COMPLETE CHK,,
2/10/2022,NEXT INS. - GL WWW.NEXTINSUR CA 02/10,NEXT INS. - GL WWW.NEXTINSUR CA,42.92,debit,Mobile Phone,BUS COMPLETE CHK,,
2/10/2022,NEXT INS. - IM WWW.NEXTINSUR CA 02/10,NEXT INS. - IM WWW.NEXTINSUR CA,37.25,debit,Home Insurance,BUS COMPLETE CHK,,
02/09/2022,Thanks,Thanks,150,credit,Income,Venmo,,
02/09/2022,Etsy.com,Etsy.com - OurworldStore,2.2,debit,Shopping,Visa Business Card,,
02/09/2022,Etsy.com,Etsy.com - KRConcept,2.99,debit,Shopping,Visa Business Card,,
02/09/2022,Craigslist.org,CRAIGSLIST.ORG,5,debit,Advertising,Visa Business Card,,
02/09/2022,Etsy.com,Etsy.com - ExpressionAddi,3,debit,Shopping,Visa Business Card,,
02/09/2022,Craigslist.org,CRAIGSLIST.ORG,5,debit,Advertising,Visa Business Card,,
02/09/2022,National General Insurance,NATIONAL GENERAL PAYMENT,136.48,debit,Auto Insurance,TOTAL CHECKING,,
02/09/2022,CASH APP*JEFFREY GO 8774174551 C A 02/08,CASH APP*JEFFREY GO 8774174551 C,70,debit,Misc Expenses,TOTAL CHECKING,,
02/09/2022,Zelle payment from MICHAEL VUONG BACrff07fyck,Zelle payment from MICHAEL VUONG,175,credit,Transfer,TOTAL CHECKING,,
02/09/2022,Ext Credit Card Credit PAYMENT THANK YOU BEAVERTON OR,Ext Credit Card Credit PAYMENT,25,credit,Credit Card Payment,Mastercard Secure,,
02/08/2022,Etsy.com,Etsy.com - CwithoutM,3,debit,Shopping,Visa Business Card,,
02/08/2022,ELECTRONIC PAYMENT,ELECTRONIC PAYMENT,15,credit,Credit Card Payment,Visa Business Card,,
02/08/2022,Etsy.com,Etsy.com - RinioPlace,2.61,debit,Shopping,Visa Business Card,,
02/08/2022,Amazon,AMZN Mktp US*4D3GH4RS3,29.55,debit,Shopping,Visa Business Card,,
02/08/2022,Amazon,AMZN MKTP US*572N15B43 AM,33.48,debit,Shopping,Visa Business Card,,
02/08/2022,Etsy.com,Etsy.com - KKvectorsdesin,2.99,debit,Shopping,Visa Business Card,,
02/08/2022,Zelle payment from BEVERLY NKECH I ALI 13627882870,Zelle payment from BEVERLY NKECH,200,credit,Transfer,TOTAL CHECKING,,
02/07/2022,Etsy.com,Etsy.com - XtraordinarySV,1.99,debit,Shopping,Visa Business Card,,
02/07/2022,Facebook,FACEBK JVVYEGKT82,50,debit,Advertising,Visa Business Card,,
02/07/2022,INTEREST CHARGE:PURCHASES,INTEREST CHARGE:PURCHASES,32.69,debit,Finance Charge,Visa Business Card,,
02/07/2022,Facebook,FACEBK GBL8ACBDK2,45.18,debit,Advertising,Visa Business Card,,
02/07/2022,Amazon,AMZN Mktp US*GO7BG6RK3,219.99,debit,Shopping,CREDITCARD Account,,
02/07/2022,Amazon,AMZN Mktp US*665O54003,87.56,debit,Shopping,CREDITCARD Account,,
02/07/2022,Home Depot,THE HOME DEPOT #6689 LOS ANGELES,22.23,debit,Home Improvement,BUS COMPLETE CHK,,
02/07/2022,WESTLAKE ACE LA CRESC LA CRESCEN TA CA 02/05,WESTLAKE ACE LA CRESC LA CRESCEN,6.12,debit,Fast Food,BUS COMPLETE CHK,,
02/07/2022,Chevron,CHEVRON 0091400 LOS ANGELES CA,50,debit,Gas & Fuel,BUS COMPLETE CHK,,
02/07/2022,To CR EDIT ONE BANK 02/07,Online Payment 13392158569 To CR,25,debit,Credit Card Payment,TOTAL CHECKING,,
02/07/2022,Michaels,MICHAELS STORES 1377 LA BREA CA,62.37,debit,Hobbies,TOTAL CHECKING,,
02/07/2022,CASH APP*JEFFREY GO 8774174551 C A 02/04,CASH APP*JEFFREY GO 8774174551 C,60,debit,Misc Expenses,TOTAL CHECKING,,
02/07/2022,Zelle payment from AMANUEL YONAS 13619822587,Zelle payment from AMANUEL YONAS,350,credit,Transfer,TOTAL CHECKING,,
02/07/2022,THRIFTY #42114 LOS ANGELES CA 02/05,THRIFTY #42114 LOS ANGELES CA,31.96,debit,Gas & Fuel,TOTAL CHECKING,,
02/07/2022,Zelle payment from MICHAEL VUONG BACp8dns76jf,Zelle payment from MICHAEL VUONG,120,credit,Transfer,TOTAL CHECKING,,
02/07/2022,To FI RST PROGRESS 02/07,Online Payment 13392159691 To FI,25,debit,Credit Card Payment,TOTAL CHECKING,,
02/07/2022,To CA PITAL ONE 02/07,Online Payment 13392158571 To CA,15,debit,Credit Card Payment,TOTAL CHECKING,,
02/07/2022,Credit Union,Online Payment 13392158570 To Fi,25,debit,Credit Card Payment,TOTAL CHECKING,,
02/05/2022,Linode,Ext Credit Card Debit LINODECOM,7.07,debit,Business Services,Mastercard Secure,,
02/04/2022,Zelle payment from Leandra Shemo ne Saint Jean COM0SBFCPLF3,Zelle payment from Leandra Shemo,150,credit,Transfer,TOTAL CHECKING,,
02/04/2022,Zelle payment from MARLON MANUEL NAV01Q3QX65X,Zelle payment from MARLON MANUEL,1000,credit,Transfer,TOTAL CHECKING,,
02/03/2022,McDonald's,MCDONALDS 1063,4.81,debit,Fast Food,Milestone Gold MasterCard,,
02/03/2022,INTEREST CHARGE:PURCHASES,INTEREST CHARGE:PURCHASES,5.89,debit,Finance Charge,CREDITCARD Account,,
02/03/2022,Public Storage,PUBLIC STORAGE 22002,184,debit,Home,CREDITCARD Account,,
02/02/2022,ELECTRONIC PAYMENT,ELECTRONIC PAYMENT,2454.91,credit,Credit Card Payment,Visa Business Card,,
02/02/2022,Curri Direct Ca,Curri Inc. VISA DIRECT CA,132.05,credit,Income,BUS COMPLETE CHK,,
02/02/2022,ELECTRONIC PAYMENT,ELECTRONIC PAYMENT,2454.91,credit,Credit Card Payment,CREDITCARD Account,,
02/01/2022,To op ensky 02/01,Online Payment 13347016356 To op,25,debit,Credit Card Payment,TOTAL CHECKING,,
02/01/2022,To CA PITAL ONE 02/01,Online Payment 13575404284 To CA,2454.91,debit,Credit Card Payment,TOTAL CHECKING,,
02/01/2022,Zelle payment from MARLON MANUEL NAV01PXNTURM,Zelle payment from MARLON MANUEL,3000,credit,Transfer,TOTAL CHECKING,,
1/31/2022,Craigslist.org,CRAIGSLIST.ORG,5,debit,Advertising,Visa Business Card,,
1/31/2022,McDonald's,MCDONALDS 14440,4.62,debit,Fast Food,Milestone Gold MasterCard,,
1/31/2022,Chevron,CHEVRON 0091400 LOS ANGELES CA,97.17,debit,Gas & Fuel,BUS COMPLETE CHK,,
1/31/2022,MONTHLY SERVICE FEE,MONTHLY SERVICE FEE,15,debit,Bank Fee,BUS COMPLETE CHK,,
1/31/2022,Craigslist.org,CRAIGSLIST.ORG,5,debit,Advertising,CREDITCARD Account,,
1/31/2022,CAPITAL ONE CRCARDPMT 3L4U LW5SDYG38PY WEB ID: 9541719018,CAPITAL ONE      CRCARDPMT  3L4U,25,debit,Credit Card Payment,TOTAL CHECKING,,
1/31/2022,SYF MC Bill Pay 6082 54837 WEB ID: 9130142001,SYF MC           Bill Pay   6082,29,debit,Bills & Utilities,TOTAL CHECKING,,
1/31/2022,Zelle payment from MARLON MANUEL NAV01PWNMK74,Zelle payment from MARLON MANUEL,400,credit,Transfer,TOTAL CHECKING,,
1/31/2022,CASH APP*JEFFREY GO 8774174551 C A 01/29,CASH APP*JEFFREY GO 8774174551 C,30,debit,Misc Expenses,TOTAL CHECKING,,
1/30/2022,Interest Charge on Cash Advances,Interest Charge on Cash Advances,0,credit,Finance Charge,First Premier Bankcard,,
1/30/2022,Interest Charge on Purchases,Interest Charge on Purchases,0,credit,Finance Charge,First Premier Bankcard,,
1/30/2022,MONTHLY FEE,MONTHLY FEE,10.4,debit,Bank Fee,First Premier Bankcard,,
1/28/2022,Craigslist.org,CRAIGSLIST.ORG,5,debit,Advertising,Visa Business Card,,
1/28/2022,Chevron,CHEVRON 0090552 LOS ANGELES CA,40.26,debit,Gas & Fuel,BUS COMPLETE CHK,,
1/28/2022,Curri Direct Ca,Curri Inc. VISA DIRECT CA,117.38,credit,Income,BUS COMPLETE CHK,,
1/28/2022,CAPITAL ONE AUTOPAY payment AuthDate 28-J an,CAPITAL ONE AUTOPAY PYMT AuthDate 28-J an,25,credit,Credit Card Payment,CREDITCARD Account,,
1/28/2022,Craigslist.org,CRAIGSLIST.ORG,5,debit,Advertising,CREDITCARD Account,,
1/28/2022,To CA LIFORNIA STATE DISBURSEMENT 01/28,Online Payment 13331933516 To CA,51,debit,Child Support,TOTAL CHECKING,,
1/27/2022,ANNUAL FEE,ANNUAL FEE,99,debit,Fees & Charges,Milestone Gold MasterCard,,
1/27/2022,Amazon,AMZN Mktp US,23.64,credit,Shopping,CREDITCARD Account,,
1/27/2022,Truebill Premium ST-R 1F5V9B3I6B6 CCD ID: 1800948598,Truebill         Premium    ST-R,3,debit,Clothing,TOTAL CHECKING,,
1/26/2022,Google Domains,Ext Credit Card Debit GOOGLEDOMA,6,debit,Internet,Mastercard Secure,,
1/25/2022,PCH Move,PCH Move,475,credit,Income,Venmo,,
1/25/2022,PAYMENT - THANK YOU;,PAYMENT - THANK YOU;,25,credit,Credit Card Payment,OpenSky Secured Card ending in 4855,,
1/25/2022,Zelle payment from MARLON MANUEL NAV01PTLWAMD,Zelle payment from MARLON MANUEL,1500,credit,Transfer,TOTAL CHECKING,,
1/25/2022,US Department of Education,Online Payment 13302872156 To US,20,debit,Student Loan,TOTAL CHECKING,,
1/24/2022,Google,Google Ad Hoc Labs,14.99,debit,Advertising,Visa Business Card,,
1/24/2022,Google,Google Ad Hoc Labs,14.99,debit,Advertising,CREDITCARD Account,,
1/24/2022,Zelle payment from MARLON MANUEL NAV01PQKQVRV,Zelle payment from MARLON MANUEL,100,credit,Transfer,TOTAL CHECKING,,
1/22/2022,Facebook,FACEBK ZTVG9EPDK2,75,debit,Advertising,Visa Business Card,,
1/22/2022,Google Storage,Google Storage,1.99,debit,Internet,Visa Business Card,,
1/22/2022,Craigslist.org,CRAIGSLIST.ORG,5,debit,Advertising,Visa Business Card,,
1/22/2022,Amazon,AMZN Mktp US*4L7ES27Y3,23.64,debit,Shopping,CREDITCARD Account,,
1/22/2022,Google Storage,Google Storage,1.99,debit,Internet,CREDITCARD Account,,
1/22/2022,Craigslist.org,CRAIGSLIST.ORG,5,debit,Advertising,CREDITCARD Account,,
1/22/2022,Facebook,FACEBK ZTVG9EPDK2,75,debit,Advertising,CREDITCARD Account,,
1/21/2022,Rug delivery ,Rug delivery ,75,credit,Income,Venmo,,
1/21/2022,Transfer To JPMORGAN CHASE,Transfer To JPMORGAN CHASE,172.38,debit,Transfer,Venmo,,
1/21/2022,Spotify,Ext Credit Card Debit SPOTIFY US,9.99,debit,Music,Mastercard Secure,,
1/21/2022,McDonald's,MCDONALDS 1063,4.81,debit,Fast Food,Milestone Gold MasterCard,,
1/21/2022,REAL TIME TRANSFER RECD FROM ABA /021000021 FROM: VENMO REF: 22012118055637087 INFO: IID: 2022012102,REAL TIME TRANSFER RECD FROM ABA,172.38,credit,Transfer,TOTAL CHECKING,,
1/20/2022,Craigslist.org,CRAIGSLIST.ORG 415-399-5200 CA,5,debit,Advertising,BUS COMPLETE CHK,,
1/19/2022,Google,Google Intuit Inc,14.99,debit,Advertising,Visa Business Card,,
1/19/2022,Google Domains,Ext Credit Card Debit GOOGLEDOMA,12,debit,Internet,Mastercard Secure,,
1/19/2022,Ext Credit Card Debit Interest Charge on Purcha,Ext Credit Card Debit Interest C,63.67,debit,Finance Charge,Mastercard Secure,,
1/19/2022,Chevron,CHEVRON 0091400 LOS ANGELES CA,72.37,debit,Gas & Fuel,BUS COMPLETE CHK,,
1/19/2022,ATM CASH DEPOSIT 01/19 3738 CREN SHAW BLVD LOS ANGELES CA,ATM CASH DEPOSIT 01/19 3738 CREN,100,credit,Income,BUS COMPLETE CHK,,
1/19/2022,Google,Google Intuit Inc,14.99,debit,Advertising,CREDITCARD Account,,
1/18/2022,CASH APP*JEFFREY GO 415-375-3176 CA;,CASH APP*JEFFREY GO 415-375-3176 CA;,195.7,debit,Vacation,OpenSky Secured Card ending in 4855,,
1/18/2022,Online Transfer to CHK ...8590 t ransaction#: 13456301021 01/18,Online Transfer to CHK ...8590 t,26.6,debit,Transfer,BUS COMPLETE CHK,,
1/18/2022,Online Transfer to CHK ...8590 t ransaction#: 13460482001 01/18,Online Transfer to CHK ...8590 t,100,debit,Transfer,BUS COMPLETE CHK,,
1/18/2022,Craigslist.org,CRAIGSLIST.ORG 415-399-5200 CA,5,debit,Advertising,BUS COMPLETE CHK,,
1/18/2022,RABADI SERVICE LOS ANGELES CA 01/18,RABADI SERVICE LOS ANGELES CA,11.6,debit,Gas & Fuel,BUS COMPLETE CHK,,
